review_content,published_at,reviewer_name,followers_level,method_of_acquisition,product_id,reviewer_id,reviews_count,reviewer_age,reviewer_skin_type,rating,effects,review_id
"発色も色持ちもいいです。
グロスというよりはティントっぽく、時間が経つとカラーだけが残る感じになります。
Laka のリップスティックとティントも持っていますが1番潤いが続いてさっと塗るのに使いやすいです。
",2024/6/15 12:41:28,llllminniellll,,購入品,10231943,3425310,37,37,乾燥肌,5,うるおい|ツヤ|持ちがよい・落ちにくい|発色がよい,513746476
"色可愛い、色持ちそこそこ、荒れない、最高！！！
JRD01お気に入り
色揃えていきたい",2024/6/15 14:20:42,※もっか※,,購入品,10189697,6619205,7,22,混合肌,5,うるおい|ツヤ|持ちがよい・落ちにくい|発色がよい|コストパフォーマンス,513747007
"
ピリピリの刺激じゃなくて程よいスースー感があるから誰でも使いやすいつけ心地だなと◎ちゅるんとした艶リップにしあげてくれるし、プクッと感が可愛くてお気に入り。持ちも良いし口紅と重ねて使ってもかわいかったです。
",2024/6/13 13:22:24,うさぎマンション,100,購入品,10189697,9292834,108,45,乾燥肌,5,,513736902
"
リピしてます！！ラメが入ってるし、顔が明るく見える可愛い‥ 
",2024/5/23 17:25:55,cosme0301,,購入品,10189697,6052798,22,21,混合肌,5,,513649545
"アプリコットシナモンを購入しました
名前からするとオレンジっぽいのかなと思ってましたが、コーラルピンクにブラウンを落とし込んだような色でとても使いやすいです
赤、ピンク、オレンジ、ブラウンをバランス良く混ぜたような色で、オフィスメイクにぴったりな色でした

マスクやカップには着いてしまいますが落ちにくいリップは荒れてしまうので問題なし
夕方くらいになると少し乾燥した感覚はありますが皮向けなど一切しないので毎日使えそうです
他の色も欲しくなりました",2024/6/26 21:34:51,さくらモチ,10,購入品,10157186,2110425,110,38,乾燥肌,6,,513800617
"リップクリームのように、鏡を見ずに塗ってもある程度綺麗に色がつくので、出先で直すのに便利でした。

ツヤタイプなのにちゃんと発色するので、
パキッとしたリップが好きな人にはいいかもです。

色持ちはそこそこです。",2024/6/19 13:23:28,84911flo,,購入品,10157186,7870515,1,23,脂性肌,5,,513767630
"パーソナルカラー1stブルベ夏、2ndブルベ冬の黄み肌ブルベ。
ブルベ夏向きと言われるリップを塗ってもイマイチぱっとしないです。

そんな中、ネットでは
「ブルベ夏大優勝」と言われているGB09 セピアモーヴを使いました。
くすみピンクモーヴ。

とても好きな色だし、くすみがあるので肌にもなじむし
つけていて落ち着く色です。
だけど落ちやすい!
朝つけて飲食していないのにお昼頃には唇からいなくなっているなんて…。

唇が潤うしツヤもでるし好きなんだけど気がつくと唇からとれていて
血色がなくなるのでリピはしないです。",2024/5/16 18:16:10,川崎　はるか,50,購入品,10157186,2000094,741,48,混合肌,3,,513622782
"
するする塗りやすく、マットだけど乾燥もしなかったのでよかったです。
",2024/6/24 18:43:46,moorie,5,購入品,10248122,4376658,70,37,乾燥肌,5,,513791234
"
スルスルと塗りやすいです。
",2024/6/21 23:30:36,☆:::☆KIO☆:::☆,,購入品,10248122,6997730,90,28,脂性肌,5,,513778946
"
とにかく書きやすい。オーバーリップも口角もこれ一本あれば簡単です。
",2024/6/21 04:07:08,nyanko22222,,購入品,10248122,9771427,21,43,乾燥肌,7,,513775414
"
かわいい！間違ってレフィルの方買ったけどこっちのが安いし普通に使えるから問題なし！
",2024/6/12 18:40:25,ラバルテイサー金色,,購入品,10233351,4711750,6,23,混合肌,5,,513733231
"リップクリームのようにささっと塗れます。
うる艶感が強いわけではないのに下地のリップクリーム塗らなくても大丈夫。
色味もナチュラルな血色感を出してくれる色味で持ちも比較的いいです。
ちょっとそこまでの時や飲食する前などにもおすすめ。",2024/6/11 08:08:56,あさかみつよ,,購入品,10233351,3283263,8,28,敏感肌,4,,513725244
"03ネオテラコッタ購入です。
ケースは黒を購入。
おしゃれで金属？のケースのようです。

同じカラーのグロスを購入したのですが、
色もちが今ひとつな気がして
せっかく素敵なカラーなのにもったいないと思い、こちらも購入してみました。

特に乾燥もせず、おしゃれなベージュっぽい感じで使いやすい色です。
そのままだとかっこいい感じの質感で、
同色のグロスと重ねるとツヤが出て
色持ちもアップする感じです。

リプモン、オペラ、RMKなどと異なり
飲食では落ちてしまいますが、
それ以外では割とカラーキープできているかな。
せっかくケースも買ったので、
またおしゃれ色にチャレンジしてみたくなるけど、もう少し色もちが良くなるとうれしいな。",2024/6/4 00:06:18,ぐりぐりとぐらぐら,5,購入品,10233351,3867872,113,47,混合肌,5,うるおい|低刺激|荒れ・乾燥|ナチュラルメイク|マット|立体感|フィット感|発色がよい,513690915
"
すごくなめらかな使い心地のリップです。カラーバリエーションも豊富で、もう少し集めればよかったなと今更ですが思っています。
",2024/1/31 16:35:09,midori_y0427,25,購入品,10164179,2928263,578,35,乾燥肌,5,,513190614
"
メタリックブラウンベージュ…名前ほどメタリックではなく、パール感を感じるぐらいのほどよい輝きです。香りはついているタイプですが私はさほど気になりませんでした。私は唇の色がわりと赤いのですが、それをうまく消してくれる色づき具合で、ややオレンジ寄りの発色にはなりましたがそれはそれでよかったです。
",2023/12/31 18:30:17,スポンジパフ,5,購入品,10164179,2093752,115,45,脂性肌,4,,513076118
"リップは好きなのでよく買ってしまうのですが
使い切れないのでミニサイズがありがたいです…。
ということで購入したこちら。
ブランドラストということもあり
とても期待していました！
色味がなんともいえないお洒落さで
肌馴染みが良かったです。
持ちはティントなどに比べると普通です。
乾燥もちょっとするかな…。

でも、持ち運びにもいいし、
テンションも上がるし
大事に使いたいリップです。",2023/12/31 00:19:58,松の村,,購入品,10164179,417634,64,37,敏感肌,4,,513073136
"ブランド終了後にアウトレットとなっているものを購入しました。
私のパーソナルカラーは夏です。最近はくすみカラーが流行っているので、この商品のような明るい色のリップは貴重です。
モルガナイトは私の唇では白みのあるモーヴベージュに発色します。肌なじみがよく上品な発色です。
ローズクォーツはそれよりもローズ感強め。
どちらも肌なじみがよく、血色感の良い印象になります。
発色がよく、マットリップでありながら縦皺をカバー出来る仕上がりです。
色、質感はものすごく好みなのですが、私はこのリップを使うと唇が荒れます。リップベースを使っても荒れてしまうので私には合わないのかもしれません。色と質感はすごく好みなので残念です。",2024/6/22 14:56:18,そらめる。,100,購入品,10220410,3665314,315,40,混合肌,3,マット|発色がよい,513781062
"終売になるということでルビーとローズクォーツそれぞれアイシャドウと共に購入しました。

マットリップは苦手意識がありましたが、ふわふわした塗り心地が良すぎてすぐに一軍入り。
特にローズクォーツの色が良い！どんなメイクにも合わせやすいしさすがブルベ夏向けだな、と思いました。
何気に無香料なのが嬉しいです。

彼女が遺したコスメが終売になってしまい、とても悲しいです。大事に使います。",2024/1/10 20:48:31,H2SiF6,,購入品,10220410,9742024,15,17,混合肌,6,,513108116
"
あまり感想せず、ぼかしやすいです
",2024/1/4 05:05:54,おしおーーーーーか,,購入品,10220410,7770072,19,18,混合肌,7,,513087758
"

粘膜系グロスタイプだけどナチュラルで、ほんのりとした発色感を楽しみたいときには本当に使える大優勝リップだった。
プルプル？ちゅるん？
どちらも叶えてくれるし思ったよりベタつかないから使ってよかったし別の色も買ってみるー！",2024/6/18 12:20:37,ツナとマヨ,,購入品,10196263,10164945,9,25,混合肌,6,ナチュラルメイク|ツヤ,513762370
"03を購入しました
ベタベタせずにちゅるちゅるになるのでほんとにお勧めです
少し紫でラメがキラキラで色んなラメが入っていてとっても可愛いです",2024/6/5 21:44:27,ぽんぷりおちゃん,,購入品,10196263,10146188,6,14,普通肌,7,,513699313
"一ヶ月前から週一程度で使用
どんなリップ、口紅もプルプルにできます！
付けるとミントのようなスースー感があって、美味しくは無いです笑
ハケも毛ではなくしなるシリコンみたいな素材なので唇にも付けやすく、手入れも楽でとても気に入っています

",2024/5/16 17:21:09,OoあやoO,,購入品,10196263,9876964,22,25,混合肌,5,,513622578
"プラムコークを購入。
廃盤になってしまったレブロンのラブイズオンに近い色を探していました。
これはかなり似てて、とても気に入りました。
フルーツの香りがしますがずっと続く訳ではなく、ベタっとした感じもなく色味は濃いですが使い勝手がいいです。
なによりこの色を付けてると普段より色白に見えて肌に透明感も感じます。リピートするつもりです。",2024/6/20 18:31:57,Rri7413,10,購入品,10197745,8979564,178,35,混合肌,7,うるおい|ツヤ|肌の透明感・薄づき|フィット感|持ちがよい・落ちにくい|発色がよい,513773643
"
色持ちよすぎ！
",2024/5/23 16:02:45,kob021468,,購入品,10197745,9143809,10,30,普通肌,7,,513649286
"
発色が良いが、こんな長く持つのは健康に問題ないか気になる
",2024/5/8 17:49:34,cecew,,購入品,10197745,9129299,15,33,乾燥肌,4,,513590054
"プチプラにはなかなかない絶妙な色味と、とても綺麗なツヤが気に入って購入しました。
リップモンスターは唇のコンディションによっては皮が剥けてしまうことがありますが、これはしっかり保湿されている感じがあり皮剥けしません。
他の色も欲しくなってしまいました。",2024/6/18 09:21:28,グミ321,,購入品,10229250,4634245,51,32,混合肌,6,うるおい|ツヤ|フィット感|持ちがよい・落ちにくい|発色がよい|コストパフォーマンス,513761610
"C001、C010を購入。C001は青みのレッド、C010深めのパープルレッドでした。どちらもブルベ冬向きカラーだと思います。めちゃくちゃ高発色で彩度も高め。
色持ちはまずまず。ごはんの後に塗り直しはしたほうが良さそう。塗り直し前も全く色がなくなるみたいなことはなく血色程度には残ってました。夕方には乾燥が若干気になりましたが、上からリップクリーム塗ればいいかんじです。それで色が落ちることもあまり無いです。
ただ、乾燥してくると色味はピンク寄りになります。寄るだけで真っピンクにはなりません。
落ちにくい、とか、ティントはわりと乾燥したり唇が荒れてしまったりとかで合わないものが多いのですが、これは今のところ大丈夫そうです。リピートするかは使い切ってから再考。",2024/5/16 18:19:05,◇ゆかだるま◇,5,購入品,10229250,5989815,45,32,敏感肌,4,持ちがよい・落ちにくい|発色がよい,513622794
"赤みやオレンジみがほとんどないブラウンリップを探していたら、ちょうど良さげなこちらがSNSで話題になっていて気になったので購入してみましたが、購入して本当に良かったです！
時間が経つと少し乾燥しますが、色が最高にかわいいです！欲しかったやつです！！ほんの少し赤みのあるブラウンで、ミルクチョコレートのような色味です。
するすると塗れるので塗り心地もとても良いです。
写真は同じタイミングで購入したDIDIONのリップとの比較です。めちゃくちゃ似てますが、DIDIONの方が赤みが少なく、より純粋なブラウンです。",2024/5/11 21:27:40,クリーームパン,,購入品,10229250,9613630,18,25,混合肌,5,,513603459
"リップペンシルとしても使えるのでいいなと思いますが、
同じツヤなしであればレプロンのリップカラークレヨンの方が使いやすいです。お値段的に。
こちらの方が若干つやあり。品も良かったです。
レプロンは落ちにくいし、同じくらいの唇への感触かな。
また機会があれば現品を使用してみたいです。",2024/5/24 12:36:14,p★彡,25,モニター・プレゼント,10225312,4042601,102,45,乾燥肌,4,,513652018
"
すぐ唇の皮が剥けてしまうので口紅が苦手で、普段は色付きリップなどが多いのですが、こちらはサンプルで使用してみて大丈夫そうだったので購入。マットだけどマットすぎず、簡単に塗れて良いです。色は思ったより自分の唇の色と馴染みすぎてしまい、もう少し赤みのある色でも良かったかと思います。単品だと何もつけていないよりはいいけどほぼほぼ普段と同じくらいになってしまいました。色付きリップで赤みを足した上につけたところ、自然に健康そうな感じになったのでちょうどよかったです。
",2024/5/17 10:01:18,りゃま,,購入品,10225312,58911,20,42,普通肌,6,うるおい|ナチュラルメイク|マット,513624930
"サンプルを使って、持ちの良さ(落ちにくい)と色味が気に入ったので購入しました。
輪郭をハッキリとるのが苦手でペンシルタイプは避けていましたが、こちらはヌードな色という事もありますが失敗せず、滑りも良くて塗りやすかったです。
サンプルは指にとって塗っていたので気になりませんでしたが、直塗りするとリップの味(におい？)が少し強いなと気になりました。
指でポンポン塗るには何も気になりません。",2024/5/11 12:55:34,___saori,,購入品,10225312,6451661,91,34,混合肌,5,,513601453
"今更ですが、ここ数年RMKのリップが好きすぎるので口コミします。
こちらはマットなのにスルスル塗れて、ボカシやすくて発色も良くてカラーも可愛い。マイナス点が見当たらない。最高すぎる。
マット苦手な方もこれを使えば概念覆ります。

EX03フレームリリー
何色とは言い表せないようなレッドブラウン。オレンジみもピンクみも感じるような絶妙なレッド。デューイの02もこんな感じでした。他にはない色出し。",2024/5/29 21:26:50,ラムタラ,5,購入品,10230611,2940221,78,49,混合肌,7,,513670652
"
RMKのリップが使いやすいと友人がおすすめしてくれたので買ってみました！塗りやすい柔らかめのテクスチャーで使いやすかったし、発色もキレイでマットなのにシアー感がすごい良かったです◎
",2024/5/22 21:41:18,こひ豆,500,購入品,10230611,8209019,163,32,敏感肌,4,,513626379
"
スルスルっとぬれてフィット感もあります色も取れにくい唇もカサカサしません
",2024/5/17 16:42:45,ダルル1680,,購入品,10230611,9570371,8,61,乾燥肌,5,,513626218
"雑誌のサイトで紹介されていて気になったので購入してみました。

ティントなのに乾燥しないのがお気に入りです！

伸びにくいこってりしたテクスチャーなので、筆で伸ばすのがおすすめです。

ブルベ用の色バリエーションを増やしていただけると嬉しいです。",2024/6/20 14:35:29,ハーマイオニー･☆ﾟ:*:ﾟ,25,購入品,10242683,4644516,79,31,普通肌,5,うるおい|ツヤ|肌の透明感・薄づき|フィット感|持ちがよい・落ちにくい|コストパフォーマンス,513772887
"ティッシュオフすると程よく残ってモチもけっこう良く感じました。
普段使いにはこれで充分。
",2024/6/19 13:30:33,●ゆう48●,,購入品,10242683,2880558,21,46,普通肌,5,,513767682
"アットコスメショッピングのスペシャルウィークで30％ポイントバックだったのと発売後ずっと密かに気になっていたので今回買ってみました。

凄くプルンプルンになります。
発色の良いリキッドルージュですが、加えて仕上がりは厚めのグロスに。
縦皺とか一瞬で消え失せます。超高保湿、厚みのあるプルン唇になります。
外で小さい羽虫が唇に張り付いたら窒息死するレベルのグロス質感です。

ちふれ以外で、チップ式のグロスで、かつリキッドルージュ並の発色で、国産で、この手のリップって最近見かけません。
コロナ禍後、緩やかに絶滅して行っている気が…
代わりにプランパーは増えつつあるんですけどね…
これにティント効果もあるのだから、結構稀有なアイテムでは？

それにしても、ちふれ商品で1100円て、高すぎない！？
と思って敬遠してましたが、逆に他で1100円付近で国産・厚みグロス・高発色・チップ式、ティントを探すのは困難と考えると、これは単なる食わず嫌いだっただけかも。ごめんよ、ちふれ。。。
ちふれの分際で1100円だとぉっ！？とか、まさか思ったりして…いや、しまって…モニョモニョ…

私は158ピンク系という比較的穏やかな色を購入したので、ティント特有の時間経過で蛍光発色も感じにくく、他のリップと組み合わせて楽しませてもらってます。

一本あると質感チェンジでリップメイクが楽しめます。
やっぱりプルンと唇も女性らしくて素敵だと再確認できたリップでした。",2024/6/8 13:52:16,concon,500,購入品,10242683,2396645,263,30,普通肌,5,,513709969
"
激マットでふんわり付きますかわいいけど色がハッキリしすぎるのと付属のスティックだと量がつきすぎてしまうので出先で塗り直しは少し難しいです。落ちにくい訳では無いのでリピートはないかな
",2024/6/25 00:33:43,butabutacobuta,,購入品,10176457,10034405,35,18,乾燥肌,4,,513792633
"#06DEEPSOUL人生3本目です！
購入時に#05とどっちを選ぶか迷いますが、やっぱり#06の方が大人っぽく、どんな服にも合うのでお気に入りです！
平日のオフィスカジュアル、休日のラフな格好、どんな服にも合うので大変便利です！
ピリッとする感じや、マットタイプならではの乾燥もないので、手放せません！",2024/6/23 18:23:56,跳満餃子,,購入品,10176457,9736829,2,28,混合肌,6,マット|持ちがよい・落ちにくい,513786448
"
これは本当に持ちが優秀！！塗った後ティッシュオフしてパウダーを叩けばびっくりするくらい落ちにくいです！！！！
",2024/6/21 22:34:48,**ゆうちび**,,購入品,10176457,4614974,4,37,乾燥肌,6,マット|持ちがよい・落ちにくい|発色がよい,513778710
"思ったより白っぽいピンクでした。
歳とともに唇が小さくなってしまったので、こちらをオーバーめに塗ってから、リプモンを重ね塗りしてます。
飲食しても何となく残ってます。",2024/6/24 23:16:01,ひかりんねこ,,購入品,10188703,2342022,105,52,混合肌,4,,513792343
"唇の輪郭がぼやけてしまっていたのですが、これを使ったら程よくくっきりしてめっちゃいいです！
オレンジ系のリップでも合いました！
",2024/6/23 08:19:24,mrma,,購入品,10188703,5790422,11,23,脂性肌,4,,513783971
"色の主張が強くないので良かったです。
あるとしまります。
",2024/6/22 08:55:57,tosayu,,購入品,10188703,5431448,12,49,混合肌,5,,513779760
"ヴィセのリップライナーは使った事がなかったので買ってみました！
リップとアイラインも使えるみたいなので使ってみると、発色も良く描きやすかったですが、少し折れやすいかなと思いました。
色の種類も豊富なので良いと思いました。
",2024/6/23 16:06:08,しぶみり52,50,購入品,10171044,9402563,25,35,脂性肌,2,,513785833
"他であまり見つからない色をズラリと揃えてくれていて、さすがはヴィセアヴァン。
硬さが丁度良くて描きやすいです。
アイラインとして使っています。
いつものメイクに飽きた時や、攻め気味のメイクにしたい気分の時に最適。
色もちも良いです。",2024/6/13 11:50:06,アルカトラズ,,購入品,10171044,3772863,123,44,乾燥肌,5,持ちがよい・落ちにくい|描きやすい|発色がよい,513736479
"奥目さん、下まぶたメイクにおすすめです！！発色抜群、持ちも抜群です！！めっちゃいい買い物しました！！

ピンクを目の際に描いて、ベージュを涙袋に使っています！！

奥目は、下まぶたガッツリ描き込んだほうが、盛れるとわかったので購入しました。",2024/6/2 19:38:43,Yuhi1185,,購入品,10171044,6303302,30,28,乾燥肌,7,マット|持ちがよい・落ちにくい|描きやすい|発色がよい,513685360
"素晴らしいです。
発色が良く落ちづらい、なのに乾燥しない！

ティントでもないのにこの色もちはすごいです。
それでもってまったく乾燥しないし、落とそうとしたら綺麗に落ちる。

マットとは言いますが、縦皺気になる系でもないですし、軽いつけ心地です。",2024/6/2 19:48:06,しんふぃー,,購入品,10209301,10145018,3,31,混合肌,6,うるおい|持ちがよい・落ちにくい|発色がよい,513685395
"
ミニサイズなので評価しません。ハイライトを買ったときにミニサイズをいただきました。103はとにかく鮮やかな赤なのでブルベ冬向きかな？ブルベ夏がファーストの私には合いませんでした。あとめちゃマットです。ツヤが好きな私にあいませんでした。なんとなく乾燥する感じがしますね。マットだからかな
",2024/5/31 22:18:39,にゃんこっこ☆,10,モニター・プレゼント,10209301,5258164,596,30,混合肌,,,513677657
"クレ・ド・ポー ボーテ　ルージュアレーブル マット　110　

フィット感を感じなかったのと、私の唇は乾燥しました( ノД`)…リピはしません。",2024/5/19 22:02:09,あやこ1208,10,購入品,10209301,8536275,245,29,普通肌,3,,513635142
"ポップアップで購入しました。
韓国コスメの中でも、価格帯が少し高いので、期待していましたが、やはり合わず。見た目と、塗りたての色が好みだったのですが、時間が経つと赤っぽく濃く変色し、ティントでありがちな、違う色になります。
乾燥が気になるし、色は残るけど、あまり綺麗には残らないかも。個人的に、韓国コスメは失敗続きなので、もう手を出すのはやめようと思います。
",2024/6/14 22:45:17,Morello,,購入品,10242175,7718641,40,48,乾燥肌,3,持ちがよい・落ちにくい,513744412
"今流行っているプリッとした透け感のあるような感じではなく、いい意味で重たさがあるリキッドルージュって感じの使用感です。
かわいいより、きれいな印象にしたい時に使いたい、きちんと感があります。
色残りもティントなのでしっかりあり、それでいて変に汚く落ちてこないので、使いやすさはあります。
パケかわいいです。お値段はデパコスと同じと考えると、たくさんは揃えられないかな…",2024/5/30 03:44:25,あちゃまん03,,購入品,10242175,5746657,116,34,乾燥肌,5,,513671869
"小田切ヒロさんがおすすめするだけあってとても綺麗なカラーで、肌馴染みが良いのにしっかり色が出ます。
自分に似合うカラーを見つけた！と思っています。

なぜ評価が低いのか。とにかく乾燥する、これに尽きます。
塗る前に丁寧にリップケアしていても、このティントを塗ってすぐに乾燥してしまいます。
私の場合は、ギリギリまでリップクリームなどを塗りたくっておいて、最後に拭き取ってからティントを付けるような方法をして、昼前までにペロ…と皮がむけだすくらいに抑えられます。
サッと下地を塗ってからティントを付けると、すぐに乾燥してペロペロに皮がむけてしまいます…合ってないのかもしれません。
ただ、数少ないぴったり合うカラーなのでどうにか使いたいです。
製品自体も改良して乾燥をどうにかしてほしいところです……",2024/5/20 22:26:19,syd,,購入品,10242175,9550167,13,32,混合肌,2,発色がよい,513639178
"
発色がいいので少量でポンポンと広げていくと可愛く塗れます！！瑞々しさとちょっとマットな感じのバランスが良いですが、普通に取れやすいなと感じます。
",2024/6/7 01:59:35,にむぷ,,購入品,10195666,9146291,9,21,混合肌,4,,513705008
"
色も何もかも可愛買って正解
",2024/5/18 07:04:35,ほまちゅ,,購入品,10195666,10084851,4,22,混合肌,7,,513628094
"
マットでサラサラした感じ。色は割とブラウンが強い。
",2024/5/15 13:15:01,ksrk,,購入品,10195666,8953130,14,20,乾燥肌,5,,513617893
"07クランベリープラム購入。
ピンクみ、若干のブラウンみも感じるレッドカラーで
青みもありますがそこまで強くないです。

塗るとセミマットで自然なツヤがあるタイプ。縦じわがスッと消えて唇が綺麗に見える…！乾燥せず塗り心地がとにかくいいです！

そしてとにかく落ちない。
落ちなすぎて、クレンジングでも落ちません。笑
リムーバーを使ったり、時間をかけて丁寧にクレンジングすれば落ちやすいかも…？
若干蛍光色っぽく残りますが、そこまで気になりません。

最近の個人的ヒット！
みんなにおすすめしたいです！",2024/6/18 15:10:19,りり兎,10,購入品,10209265,2754574,87,32,混合肌,7,持ちがよい・落ちにくい|発色がよい,513763283
"
発色はとっても良かったし、色も落ちにくく感じましたがマットということもあり乾燥がしやすく感じました。皮は剥けませんでしたが時間が経つと剥けてきてしまい、使いたくなくなってしまいました。元々の唇をしっかりケアしてからの方がいいなかも！
",2024/5/14 15:44:41,もちもちぢみ,50,購入品,10209265,9791468,37,28,混合肌,3,,513610408
"

エチュードコスメはとにかくコスパが良くて
あまりハズレがないイメージでしたがこのリップは
結構しっかりマットな仕上がりになるので、
荒れやすかったり乾燥しやすい人だと使いにくいかも。
私は皮剥けしてしまいました。",2024/5/5 23:32:45,ティアラだぞー,100,購入品,10209265,8268393,145,42,乾燥肌,3,,513578657
"マットなのにふんわりした質感で乾燥しにくいリップです！
ex-1はローズモカっぽい色味で、ティントではないので色落ちはしますが、つけ心地がよく可愛い色味です
柔らかな発色のマットリップが好きな方にオススメです",2024/6/24 07:15:46,カンザキミナミ,100,購入品,10250445,8921592,199,27,脂性肌,6,うるおい|マット|フィット感|発色がよい,513788720
"
ミューテッド民はぜひ手に入れて欲しいマットリップです。EX-4は昔買ったSUQQUのマットリップの限定色101番に似た色味で個人的に大ヒットです！
",2024/6/19 19:42:12,sato___mi,5,購入品,10250445,3242004,84,37,乾燥肌,5,マット|コストパフォーマンス,513769352
"思ったより白みは感じられませんでしたが、しっとりしたマットのくすみピンクです
私の唇とは似た色で、唇の色ムラなどをきれいに整えてくれる感じ
ぼやかさなくても決まるので今までで一番使い良いマットリップです
他の色も買い足します",2024/6/18 17:13:12,ふー7830,,購入品,10250445,8078193,1,33,乾燥肌,7,マット|フィット感,513763747
"
可愛いのでいっぱい使おうと思います！
",2024/6/18 07:43:50,あいしてほしい,,購入品,10250778,7700204,13,22,敏感肌,7,フィット感,513761348
"同年代の方の口コミも良かったので買ってみました。
色も悩みましたが、ピンクにしました。
口紅の上に塗りましたが見た目の印象ほど派手ではないけど華やかになるので良かったです。
スパチュラタイプなのも衛生面でも良いかと思います。",2024/6/16 21:20:07,えみり3,,購入品,10250778,3304070,13,40,混合肌,4,,513754578
"
よく見るとゴールド、レッド、シルバーの繊細パールが入っていてこの組み合わせがとても可愛い。光に当たるときらっきらしていてよりぷくっとさが目立って可愛い。石原さとみのようなぷっくりボリュームリップになれる！！
",2024/6/13 23:41:56,猫のきまぐれ,100,購入品,10250778,8354814,152,53,混合肌,3,,513739800
"シアーピンク購入しました。

色はあまり出ないです。ほんのりピンクです。

縦ジワも気にならなくなりふっくらします。

乾燥もしません。

お値段だけがネックです。

もう少し濃いめの色があると嬉しいです。",2024/6/26 23:40:02,しゅしゅ(o^―^o),100,購入品,10167922,3212425,189,56,乾燥肌,7,,513801189
"
唇は乾燥しないですがあまり色味は出ません。
",2024/6/23 05:23:59,woo456,,購入品,10167922,7914111,126,29,普通肌,4,,513783702
"ベタつかないのに潤いが長時間持続します。流石ラ・メール。

毎日使っていると唇のキメが整ってくる感じで、
「あれ？若い頃の唇ってこうだったかも？！」と錯覚するほど。

新色のピンクのカラーも程よい発色で、とてもナチュラル。たまにぺろっとしてしまうと結構甘くて面白いです（笑）。私はマキシマイザーよりもこちらが好みです。
",2024/6/22 19:48:25,rosy_outlook,,購入品,10167922,4477036,35,42,普通肌,6,,513782043
"
ザ、ティント！！って感じのティントですがそこまでウォーターベースなティントではないです。少し粘膜っぽい感じが可愛くこれを使うときは中心部のみに仕込むことが多いです
",2024/6/23 13:46:56,MYName,100,購入品,10189300,9275908,82,36,脂性肌,4,,513785251
"
もっちりとべたつきのないプルンプルンな仕上がりにしてくれます。塗りやすいし潤いたっぷりだから乾燥や荒れ予防にもなるしなにより色もちがとっても良い◎口紅と合わせて使っても可愛い仕上がりだし、ナチュラルメイク濃いメイクどちらにも使いやすい。
",2024/6/18 21:34:53,メボティーーーン,100,購入品,10189300,10129446,19,24,普通肌,4,,513764854
"とってもさらっさらのテクスチャーだから何回重ね塗りしても全然ベタベタしません。

重ねれば重ねるほど色もくっきりするし色持ちも良くなります。

保湿力はそんなにないですが塗った直後はハリを感じられます。

乾いてきたらリップクリームを塗れば大丈夫です。",2024/6/18 13:01:48,太陽の夜,100,購入品,10189300,9455566,64,35,乾燥肌,6,ツヤ|フィット感|持ちがよい・落ちにくい|発色がよい|コストパフォーマンス,513762567
"色がすぐ落ちちゃうので気づいたら血色が悪いです。

バームのようにしっとりするので保湿ケアしながら色がついてくれるようなリップなので何回でも塗り直しがしやすいです。

ハートの押し型が可愛いけどすぐなくなっちゃいます。",2024/6/26 11:35:57,空腹逃亡犯,100,購入品,10166090,8205656,129,30,普通肌,5,うるおい|コストパフォーマンス,513797995
"ハートの型押しが可愛い！塗るとわりとすぐなくなるけど。
長持ちはする方だけど、ティントじゃないから、すぐ色が落ちて唇の色が悪い。塗り直すと、ガサガサしてきて乾燥を感じました。
見た目が可愛いけど、塗る時に唇からはみ出るので塗りやすいように斜めカットされてればもっと良いなと思います。",2024/6/22 22:56:19,しぃ55,25,購入品,10166090,4682480,414,38,敏感肌,4,ツヤ|発色がよい|コストパフォーマンス,513782944
"ナチュラルメイクをしたい方や唇の印象を抑えたい方におすすめの色味です。
粘膜のような色で、ピンク系のメイクに加えオレンジ系のメイクでも馴染むので、誰でも似合う色だと思います。

塗り心地はなめらかで潤いますが、食事をすると全て落ちてしまうので塗り直しは必須です。

落ちやすいですがとにかく色味が可愛すぎるのでリピ予定です！",2024/6/22 22:43:28,MOLUCHA,,購入品,10166090,7601706,12,23,乾燥肌,6,うるおい|ナチュラルメイク|ツヤ|発色がよい|コストパフォーマンス,513782902
"落ち方がめちゃくちゃ汚い
つけたては可愛いのにな～
口周りりだけ残って、内側は全部剥げます
マットタイプはチップの方が塗りやすいと思った",2024/6/25 22:16:04,のむきよ,,購入品,10176454,9404087,42,23,混合肌,2,,513796215
"23 Ruddy nude を購入しました。
色が最高に可愛いです。
名前の通り内側から滲み出るような血色感が出せます。
しっかり赤いのに浮かない絶妙カラーです。
食事をすればそれなりに落ちはしますが、塗り直しても汚くならないので扱いやすいと思います。
マットリップなので塗る前の保湿は必須です。
しっかりプランピングして縦皺をぼかしてから塗るのがオススメです。
",2024/6/25 16:18:03,八月女,5,購入品,10176454,6133426,20,39,乾燥肌,6,,513794781
